upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P31547,metI,3,250.79,23222.84957,351.6008162709,279.9391600668,396.1516688362,275.0008940869
P0A8U6,metJ,6,319.96,12115.13483,908.880893386,1027.9694048727,974.7242805697,1080.4955320302
P0A817,metK,26,2057.39,41907.1862,5634.8700019327,3961.626680874,862.2809683392,2449.1911491834
P00562,metL,28,1798.7,88814.6310900003,653.5664746747,319.72879395,314.722289925,265.2689002068
P30750,metN,13,927.92,37746.71445,895.1104969061,647.4314644081,1007.4587628837,596.1356867125
P28635,metQ,16,1450.88,29395.54573,3258.2520819924,2894.2856851295,4317.1124206539,3581.1882545051
P0A9F9,metR,1,47.39,35588.55525,30.9288052009,22.9190705567,1.3522925643,0.5381004231
P30958,mfd ,30,1304.34,129883.27728,342.0914570595,255.0444106293,426.6984103509,283.1367781413
P0AAG8,mglA,13,767.71,56361.4537500002,110.3674965678,778.0498379629,267.0917113426,724.7023139079
P0AEE5,mglB,25,1899.08,35672.35627,1652.9971261365,12987.4941940846,3174.6153971901,11654.5784147987
P23200,mglC,2,120.05,35509.23597,29.7020373365,517.0903967399,231.3228933932,510.0158249802
P0A731,mgsA,4,455.83,16889.74062,1093.7228336863,1679.1892255393,967.0481590081,1614.7194026332
P0ABB8,mgtA,10,575,99384.8448700005,162.8444979338,199.2810028017,191.6624969424,181.4870906317
P77569,mhpR,3,105.23,31284.44117,11.6811432765,97.0690828141,17.3780368455,27.7813988289
P16384,miaA,6,274.77,35025.15434,106.3296444849,97.6155545009,201.9578480974,99.0825466389
P0AEI1,miaB,16,1038.23,53611.1107300002,529.7340225498,396.0660600173,71.8135785763,109.6891796402
P18196,minC,4,203.98,24741.87589,312.6246621718,268.7547576508,186.8699382058,214.0515870808
P0AEZ3,minD,18,1184.13,29577.61181,1709.0322532734,1903.0833259625,1467.0774063701,1742.7210210456
P0A734,minE,7,515.19,10210.47912,1028.1061881179,1268.5275737442,864.0918125397,897.1183890646
P03817,mioC,6,444.81,15779.90774,1541.0913248707,1177.4009835998,483.727036772,815.6890160096
P0A908,mipA,7,699.53,27795.47595,1453.6809793808,1537.7450388708,2093.3634458649,1526.4327168044
P76506,mlaA,4,159.22,28005.73403,216.2232904887,182.2862739343,344.9369628578,258.9660547162
P64602,mlaB,3,273.94,10655.59462,189.8886857649,164.8835361851,135.4665303713,204.2114734814
P0ADV7,mlaC,10,641.05,23929.47447,883.2905722762,1062.7267507895,1457.0158936891,973.9086157528
P64604,mlaD,10,781.21,19546.14199,968.2986847444,779.65648992,1234.4602862039,983.8863851549
P64606,mlaE,4,213.28,27827.06062,147.4113737962,146.0769518738,192.8369019599,161.5314966827
P63386,mlaF,5,199.89,29060.05549,159.9249424321,134.586560096,213.620009526,122.2083460753
P50456,mlc ,1,51.98,44270.2548400001,8.9428160916,6.5170089962,0.0512514875,3.4340256217
P0A935,mltA,8,367.4,40367.13776,276.3143335824,194.7427845197,102.7721703228,29.6550013005
P41052,mltB,3,128.27,40212.24573,156.2452840529,120.6488599942,191.4606918144,126.0502309309
P0C066,mltC,5,259.18,40069.49319,143.9180078617,121.4200638528,137.1905648864,97.5897558381
Q47690,mmuM,7,401.97,33383.85831,199.23696089,161.3206763932,267.6424212886,209.7113395454
Q47689,mmuP,2,97.77,50474.5659600001,38.1344947817,13.1188533318,0.5079243134,0.933891423
P25745,mnmA,15,1113.97,40915.58427,678.8985493082,525.8624354295,716.7431906597,613.4013638165
P77182,mnmC,2,108.99,74368.8589500001,52.6047504453,28.0978271545,3.0453080827,40.4691410693
P25522,mnmE,14,997.52,49182.6297700001,252.2667894259,255.1545772302,432.0435232066,357.0155692485
P0A6U3,mnmG,17,790.97,69459.7383700001,278.9287377617,244.053532649,96.7912787981,133.4139781215
P0A9F1,mntR,4,131.06,17611.22461,146.6836701676,114.6671352917,208.5140837891,224.3405082997
P0AEZ9,moaB,10,801.63,18635.49217,1824.9242624759,2114.5569544242,3256.1432690487,1787.5234080829
P0A738,moaC,6,393.78,17437.96509,272.2175329152,208.6104665952,482.443633805,296.4202792631
P30748,moaD,3,215.83,8734.43069,510.4820418436,444.2858764366,546.9626009259,365.7985108443
P30749,moaE,4,193.2,16952.51163,334.9720764,271.3620445207,373.6965221496,250.2976789806
P32173,mobA,4,168.23,21610.99557,153.63334977,125.1851362097,139.6261883552,106.8141654951
P32125,mobB,1,45.43,19333.10377,36.6462059592,35.5006548277,52.0044405053,43.8397066474
P37329,modA,8,433.21,27329.30548,339.1188106898,558.5190474439,353.0411562835,526.6268194754
P09833,modC,1,57.66,39059.97064,9.4199227518,17.4410928507,6.3644217871,18.2959945039
P0A9G8,modE,7,381.32,28245.76234,204.5246479036,189.4217284385,231.3338290598,239.0724887933
P31060,modF,12,619.89,54484.3167900002,352.3078640544,265.6287503492,204.9518769279,204.1286963269
P12281,moeA,9,750.65,44021.5614000001,543.8632155469,428.4051126856,408.1037384161,433.7026762363
P12282,moeB,2,44.86,26683.37614,62.2305845694,69.9660992041,79.8548786808,104.8785726049
P0AF03,mog ,4,139.8,21191.02051,55.580227474,140.3107739935,74.3962062744,127.1963403301
P0ACV6,mpaA,4,128.06,26523.23108,166.0601234503,241.9907437084,219.1419920744,180.792597512
P37773,mpl ,7,372.79,49824.1121700001,332.2841678714,273.4101798763,284.5255685366,325.153658001
P77348,mppA,9,513.06,59844.8587000001,178.4364306561,265.1918438462,311.5688714655,305.8555381726
P0ACR9,mprA,6,361.51,20532.28755,328.6217234499,316.536775495,227.6565402358,265.287161368
P33940,mqo ,5,234.65,60173.8238300001,131.2737323742,31.965502326,18.9139393334,8.6700978594
P0A6W3,mraY,2,55.03,39830.5550200001,138.9962538086,118.4674356765,170.630883455,92.2797333525
P22186,mraZ,3,182.04,17356.92635,100.9646377618,94.3032958975,312.228523888,179.3373148986
P02918,mrcA,16,865.42,93559.4076500005,127.2772812843,123.6854888671,145.0724459664,120.5636615595
P02919,mrcB,10,545.88,94215.3874200004,95.4931141113,96.6014847968,146.390765829,121.4985511822
P0AD65,mrdA,4,120.03,70794.4378400002,42.1508396161,34.3774859719,41.9473794836,43.4003412435
P0A9X4,mreB,17,1527.7,36911.03451,2945.5142877898,2560.4419377715,2969.3354192568,2664.4400005911
P16926,mreC,5,188.89,39487.79943,93.4572531433,76.6088459568,116.161172139,96.2695063684
P0AF08,mrp ,12,675.86,39894.51587,1236.4906376106,953.7538358001,1025.6341786857,888.80024808
P24202,mrr ,3,176.71,33481.23996,38.6752848678,47.935004307,7.2264730848,46.6955498599
P60752,msbA,14,693.72,64401.5979000002,460.8454687403,402.7130313095,361.0108693366,238.3950360045
P24205,msbB,1,39.93,37368.31401,65.5954009363,76.4572652282,98.5649010018,75.7174595994
P0A742,mscL,8,725.3,14929.15587,1574.6180789912,1414.7404917191,4219.742279019,1807.8465875325
P0C0S1,mscS,8,608.07,30858.6734,2099.2103953003,1533.4818232052,2268.9693467016,1488.4590323088
P0A744,msrA,7,404.17,23282.05418,690.721295,631.8384340021,1511.1514433737,845.5878617087
P0A746,msrB,7,351.75,15423.22096,1361.9974035264,2347.3707762901,1299.6466686978,1822.2666979701
P25738,msyB,6,487.15,14232.26887,1958.4472938156,2830.6678998783,9617.2998916095,3861.5210563267
P76346,mtfA,7,414.04,30242.07969,292.7582551986,993.2230585441,248.9513304141,646.2846943854
P00550,mtlA,21,1656.79,67910.6114000002,542.2376422779,955.4327626836,3130.7001887387,1960.627781007
P09424,mtlD,17,1309.19,41095.47588,787.6292444676,1127.0228921632,1839.7965299022,1743.7217673297
P0AF12,mtnN,5,545.8,24320.56199,2108.6296638141,1719.8946009434,1480.649879045,1461.2965808772
P0A9H1,mug ,6,283.4,18643.80808,369.7407821315,405.8203868209,580.996340196,537.1712875487
P22523,mukB,42,2257.77,170107.55576,253.3028584496,243.5099889082,104.4557207015,134.9207537318
P22524,mukE,6,414.7,26939.5778,258.2775581322,264.6987308761,187.3022583176,217.6185454055
P60293,mukF,8,424.47,50529.6168,83.5421197148,76.5615409775,48.4267241831,43.4837249046
P0A749,murA,18,1219.93,44771.4645400001,858.3890371105,843.0711147719,512.2248462245,576.5716061258
P08373,murB,5,194.44,37809.27369,246.3727339509,204.2255975121,203.5653409689,226.6761411313
P17952,murC,12,799.21,53574.3631000001,488.9440736514,391.8757308695,377.736487609,317.5453045995
P14900,murD,5,340.55,46925.8416400001,293.7355864681,246.9604288705,297.0992456311,247.5153071888
P22188,murE,16,1062.97,53291.9355700001,699.0311449251,553.1225932207,503.2053619377,417.3703553902
P11880,murF,6,495.31,47399.59944,315.2817560383,218.8426367459,182.4203315084,241.2091174711
P17443,murG,6,385.01,37772.88165,216.3592536993,209.2172098573,252.8381654934,215.245152205
P22634,murI,6,208.37,30964.21429,87.8544634427,94.5436043652,173.6496737192,101.2614712044
P77272,murP,1,48.37,49751.3043700001,9.6672716122,48.0989036279,16.6229165469,35.5292671328
P76535,murQ,5,348.52,31182.14441,127.631588517,322.3591587835,146.74030103,325.6661925309
P23367,mutL,5,159.02,67863.65578,553.8634152188,175.0571279198,134.8669069526,70.655383624
P05523,mutM,2,100.33,30252.88552,32.2564737304,29.4242600183,31.5673722239,30.6709456323
P23909,mutS,11,596.72,95169.1382400004,188.4259059804,139.5117561008,160.5739005332,128.541102162
P17802,mutY,1,58.54,39105.98291,2.8698438232,2.0639607838,17.4479979982,3.9443509256
P75931,mviM,2,111.34,33642.19711,227.4686153327,135.5466164256,146.8915499498,148.6807833341
P0AF16,mviN,1,51.9,55213.2178800001,10.8462310948,5.0665391646,17.1248924126,4.2999529103
P11458,nadA,5,309.01,38198.18573,299.5238575926,222.5163113327,20.1057173961,48.0408686346
P10902,nadB,6,284.05,60281.3597200001,92.2425872131,46.4047481587,21.932207108,26.248127674
P30011,nadC,7,502.2,32723.94863,287.9640844824,284.6262826989,174.357540126,213.1004095798
P0A752,nadD,1,42.03,24494.56589,95.9340870408,74.2547474159,52.0894508121,45.9279835527
P18843,nadE,20,1622.01,30599.77658,2115.5777834765,1513.6432990146,1690.6890380137,1536.9230722623
P27278,nadR,5,115.72,47297.7538,55.8080566482,47.191233691,68.5563705507,75.3019133007
P0AF18,nagA,9,510.78,40905.1121100001,263.4070591084,326.3101952937,503.7277658864,371.3730714662
P0A759,nagB,7,398.22,29737.06131,563.7746945985,645.0471849845,834.8322601573,855.3867926229
P0AF20,nagC,6,342.91,44495.5609600001,143.0258574262,118.1714890979,204.2692043814,161.1317288589
P0AF24,nagD,8,576.18,27127.68109,792.280372914,632.8321685553,793.0300454486,660.3863269679
P09323,nagE,17,1085.6,68284.8981500002,502.9094929737,1131.5359631322,1410.4190593704,1486.6427233379
P75959,nagK,3,79.9,33003.5642,24.3846000209,68.3032906693,33.9834692748,90.8063367889
D0EX67,nagZ,9,414.5,37552.86975,205.0322233988,190.6433877272,148.0648023014,171.6366560354
P0A6L4,nanA,3,147.94,32554.82139,38.9699014898,96.8387903368,41.9934599754,93.0938515482
P0A761,nanE,2,89.37,24040.45142,22.8391453815,75.477723133,37.3837123108,70.4311496108
P39371,nanM,3,95.08,39529.6386000001,39.9911131079,33.8594703432,90.3362381688,52.5823260549
P0A8W0,nanR,2,75.84,29488.0806,63.7919282069,68.0884606773,77.0461515612,70.1269258139
P0AF28,narL,8,689.73,23893.68135,961.0094863407,929.7653254791,944.144630209,1095.3756199131
P31802,narP,2,80.43,23542.38514,65.5247608469,80.3490562511,24.706194653,38.1591263355
P19319,narZ,2,75.17,140119.500590001,0.0776589793,1.3367666213,41.9033422688,1.1249525797
P00393,ndh ,20,1619.98,47310.6325900001,1147.1942298385,689.8734874679,1394.8342776169,824.9089008124
P0A763,ndk ,9,696.03,15435.78265,4849.3937849708,10839.5060701288,2805.8870001086,10147.0930534658
P50465,nei ,1,58.96,29808.48926,16.1753638217,6.3243791894,34.6316368289,11.3859769168
P77258,nemA,5,230.78,39474.11065,143.9024417332,99.5820872758,17.0617853678,16.5074097614
P68739,nfi ,2,103.56,24638.84252,47.0778367273,113.1198986811,42.3702659986,66.326607781
P38489,nfnB,12,713.25,23872.20471,1724.9901795274,1545.1085904496,486.0468256337,1109.5089367408
P0A6C1,nfo ,3,231.4,31441.66786,101.1399647137,76.4875471478,17.5611052601,15.3347269554
P17117,nfsA,9,604.77,26765.85039,857.1451499045,746.1558911037,627.6314850227,650.704370994
P63020,nfuA,7,476.78,20966.31212,1809.5899748611,1586.4964695731,920.651624158,1498.9961299703
P0AFA7,nhaB,2,59.86,56673.4099700001,33.6238140828,43.8353709357,20.3357694096,48.3747599538
P0ACD4,nifU,9,772.34,13821.84619,4850.7700390525,3765.9302200506,958.8256122765,1654.7922928779
P0A6Z6,nikR,3,229.43,15066.51645,310.6730755283,299.1434007823,246.6530094476,290.3838890517
P04846,nlpA,9,623.72,29387.44815,1097.0594185601,810.1111171098,1168.3032652733,787.3457328951
P0A903,nlpB,22,1486.29,36801.60236,1497.2171001402,1281.2998996019,1603.43828362,1325.6137009145
P0ADA3,nlpD,6,414.91,40106.35568,541.6332500911,453.6964421279,606.7022521531,539.8300183087
P40710,nlpE,3,103.97,25809.50572,37.0861993335,39.6693252567,80.3979069971,44.0166796462
P0AFB1,nlpI,4,274.13,33581.82179,200.2594174877,262.4004288853,229.748051239,258.8739937505
P21420,nmpC,2,187.84,40259.3680100001,6.4071060297,34.3015985335,0.1181249678,1.3901262845
P00452,nrdA,30,1762.07,85703.2081200002,1048.4831694269,972.4558068037,807.5301603959,1033.7128431412
P69924,nrdB,11,623.1,43471.7066300001,471.0125169804,401.7767538157,438.8902265402,445.8776436679
P28903,nrdD,5,225.81,79954.1210200004,49.8641553056,42.1359189947,26.5857843604,42.1595270275
P39452,nrdE,2,48.8,80410.2770600003,20.579236699,21.3460556812,2.9846856033,13.3843865443
P37146,nrdF,2,85.56,36402.07787,56.4286955878,31.5609851387,16.2017536687,22.2683603172
P0A8D0,nrdR,2,91.58,17199.80889,229.5230999868,177.6581440948,261.1787269311,223.8348347811
P0AF63,nsrR,2,88.82,15565.12518,68.5054715361,79.6351367278,65.8945029028,92.1364098293
P0AB83,nth ,1,50.55,23529.40171,30.7303971883,21.7468003535,23.332341918,25.0309615868
P32664,nudC,5,219.86,29651.80095,168.8487310364,111.3502176437,142.701599162,105.6584322397
P45799,nudE,4,365.58,21121.78293,312.9522230121,282.8981231257,170.2471671576,382.7298437928
Q93K97,nudF,2,134.91,23634.09928,127.7374443448,128.8852582355,136.7104953549,100.2411758665
P37128,nudK,4,179.12,21717.06677,180.3231033925,135.2568415377,100.8767219881,123.6314545548
P0AFC7,nuoB,8,387.77,25021.38614,319.1662560663,416.0559019059,335.4091198446,554.876767006
P33599,nuoC,27,2049.78,68174.5317800002,868.720937511,1286.2034459451,1036.2024901624,1409.8910603828
P0AFD1,nuoE,7,517.64,18560.16361,755.1077122984,1545.6205768896,886.0364385462,1360.8064889751
P31979,nuoF,20,1165.5,49242.93959,681.3922775342,1065.4026919184,919.1877372715,1276.1809632253
P33602,nuoG,34,2049.02,100217.968270001,677.348593913,1164.0662640198,755.8673774563,1101.3206809071
P0AFD4,nuoH,3,132.45,36176.95551,70.0010782632,156.2856506062,108.9969239816,164.6028301023
P0AFD6,nuoI,6,315.09,20506.12496,596.1187424266,1127.2315866173,982.3074208421,1222.1070795545
P0AFE0,nuoJ,2,72.34,19843.77058,66.7007087723,126.387905003,130.5421776084,76.3899183921
P0AFE4,nuoK,1,46.57,10819.97948,101.654415489,126.9596118068,177.8588539902,111.8427579023
P33607,nuoL,2,93.14,66376.1889300002,120.7961372588,198.0322938736,261.0620744419,225.1003307143
P0AFF0,nuoN,1,57.79,51992.0467600001,39.710044603,38.9749549564,63.7781122736,43.8158220989
P0AFF2,nupC,7,367.89,43429.2965100001,296.3256044084,255.8927101553,415.8235919225,276.0328988146
P0AFF4,nupG,1,62.07,46340.0637300001,33.6627276552,86.9163065071,119.6709181027,84.3285564985
P0AFF6,nusA,32,2810.69,54819.0625900001,2214.8788243734,2014.9323418168,2280.0698724312,2133.0249416096
P0A780,nusB,7,267.12,15661.27427,645.9612723145,702.4191587892,576.6153375508,706.9273231701
P0AFG0,nusG,14,820.44,20500.46283,2567.5731873514,2201.9384765463,3121.474423437,2433.9162914967
P42641,obgE,7,710.44,43240.69916,385.2837432175,397.4405128979,421.6639979326,400.9599515858
P0A910,ompA,22,1663.01,37159.64679,20689.3461810523,18068.7551596576,38174.4581007987,29777.912623078
P06996,ompC,5,419.87,40325.3643400001,95.6438701251,42.4233301233,39.0160481004,26.5493294001
P02931,ompF,7,423.9,39291.0602400001,251.8354594634,400.3476346089,62.5832330477,66.0518231239
P0AA16,ompR,21,1100.36,27318.15933,706.3892091157,1166.4511780571,2077.1131289062,1447.4646701612
P09169,ompT,18,1180.48,35522.27435,1141.2016815365,1855.6910839661,1817.8825478937,2628.6954359149
P0A917,ompX,2,140.27,18572.91003,92.9327517534,28.5507823854,326.2490905951,69.760313337
P23843,oppA,34,2419.63,60842.9136400002,3217.8866771023,3833.3760021653,3449.6449815452,2340.3796936075
P0AFH2,oppB,2,73.94,33403.19892,68.2103838345,88.1332853669,42.8240056404,61.7785262005
P0AFH6,oppC,3,206.71,32982.33712,174.542806391,166.3294639536,110.9290268611,118.1259941551
P76027,oppD,6,361.67,37145.94441,197.3637741085,228.7536302027,184.5147247487,215.5051294172
P77737,oppF,7,371.89,37155.62253,161.2338669417,201.2662533404,190.0494985816,169.3288318162
P0A784,orn ,8,331.66,20784.47498,518.6443005932,528.7986128447,584.4301730681,540.9873303696
P0ADA7,osmB,1,225.67,6925.61897,1648.3675559603,1278.8214852677,13878.3470400844,4954.686573267
P0C0L2,osmC,8,584.38,15060.65425,2158.4365340403,2338.3976126166,7712.9740231167,2914.0418085542
P0ADB1,osmE,9,740.92,11994.89181,5570.612984789,6163.3799649312,19262.0695525152,10793.3847187329
P33362,osmF,9,503.88,32571.10535,355.0091919726,498.918927188,502.2967814609,347.3809985183
P0AFH8,osmY,9,830.61,21042.86046,4058.5968138667,1675.5683750175,11610.8357321022,2510.3082487279
P31677,otsA,9,585.73,53559.7813100001,213.1859882339,188.1048220673,548.2373272079,189.572590099
P31678,otsB,3,227.98,29138.91131,67.1077731147,50.3972649486,118.7252466476,48.7532590931
P25714,oxaA,17,1402.26,61468.3758100001,901.4141293801,874.6498133823,1250.8390555349,861.7518333685
P0ACQ4,oxyR,10,637.1,34235.73131,468.6768378593,436.6745963319,353.8730420119,460.407097117
P76086,paaX,5,219.94,35254.60123,163.8717826839,214.3368733167,215.6550814879,171.7109705521
P00903,pabA,1,56.63,20740.60435,56.3650552378,36.4723474737,43.8212813556,27.0380449887
P28305,pabC,1,44.21,29677.93562,28.4661557001,24.6437740824,17.1124906853,12.5960760639
P0A912,pal ,12,1190.81,18794.22893,8966.6888394753,10744.1914433668,11990.5404809313,13037.9942918099
P31057,panB,15,1037.28,28201.38237,1800.2517165982,2295.0520837107,1854.7456906397,2126.87674596
P31663,panC,18,1126.88,31559.67743,1018.4473498192,941.582708836,1004.9792189728,1025.7607784807
P0A9J4,panE,1,48.39,33831.33232,27.5077544321,4.5734302304,3.980952385,2.7450315351
P0AFI2,parC,16,963.48,83760.4413900003,315.1562641975,269.856239094,261.427911561,257.8298811331
P20083,parE,13,534.01,70181.7439900001,195.0475938074,155.7600572993,214.6889182197,170.0048292197
P42588,patA,11,527.56,49611.49687,173.7354192976,190.5966373377,129.9826457405,145.980571239
P0AFI5,pbpG,3,161.2,33847.68281,83.7889153096,30.9382526267,21.0012484877,2.1615067979
P22259,pckA,29,2131.29,59587.9957500001,1136.182130665,8199.9052617545,1444.702520159,7764.1545223862
P0A7A5,pcm ,5,276.98,23225.31917,158.1569703844,174.7227333542,147.6886617676,146.7814642871
P0ABF1,pcnB,9,450.16,53819.0553200001,203.2328327959,139.0551573724,178.3337947515,161.8715941032
P0ACL9,pdhR,1,37.61,29389.36331,66.0749746644,48.4134222482,67.6211385054,87.2024669585
P19624,pdxA,6,396.15,35073.53746,137.5076795507,134.3816545882,96.9873772253,138.4251923682
P05459,pdxB,22,1439.68,41323.77299,814.0285518334,666.7890183602,790.5841020473,712.6813807895
P0AFI7,pdxH,9,481.83,25511.16439,546.7469535632,536.2001186267,405.9489207629,495.8483259909
P0A794,pdxJ,8,745.81,26349.544,896.740603948,893.6201485264,1025.5888472337,1087.7076209801
P40191,pdxK,4,176.46,30810.14428,167.8565532371,160.7745440216,178.7541849727,165.8480123399
P77150,pdxY,6,392,31284.10111,203.4048068571,121.074071783,110.9457056385,79.8266337874
